prediction_key,session_id_original,session_id_normalized,venue,session_title,session_year,security_nightmares,judgment,resolvable,fulfilled_binary,prediction_class,prediction_type,evidence_strength,horizon_days,specificity_proxy_score,specificity_proxy_band,specificity_proxy_components,difficulty_proxy,source_url,source_locator,primary_evidence_url,secondary_evidence_url
51-BHPRO-2012-03-06,BHPRO-2012-03,BHPRO-2012-03,Black Hat USA,The Myth of Twelve More Bytes: Security on the Post-Scarcity Internet,2012,0,not_fulfilled,1,0,B,count,moderate,1826,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://www.youtube.com/watch?v=S34b4kNUIos,01:00:04-01:00:35,https://www.rfc-editor.org/rfc/rfc7707,https://www.sans.org/white-papers/33969/
51-BHPRO-2012-03-07,BHPRO-2012-03,BHPRO-2012-03,Black Hat USA,The Myth of Twelve More Bytes: Security on the Post-Scarcity Internet,2012,0,fulfilled,1,1,B,categorical,strong,1826,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://www.youtube.com/watch?v=S34b4kNUIos,01:00:37-01:01:04,https://www.rfc-editor.org/rfc/rfc7707,https://arxiv.org/abs/1607.05179
51-BHPRO-2012-03-08,BHPRO-2012-03,BHPRO-2012-03,Black Hat USA,The Myth of Twelve More Bytes: Security on the Post-Scarcity Internet,2012,0,indeterminate,0,,B,occurrence,moderate,523,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://www.youtube.com/watch?v=S34b4kNUIos,00:52:48-00:53:10,https://newgtlds.icann.org/en/blog/first-delegation-21oct13-en,https://www.icann.org/en/announcements/details/new-gtld-collision-occurrence-management-plan-frequently-asked-questions-3-12-2013-en
59-CCC-2016-060-01,CCC-2016-060,CCC-2016-060,CCC,Security Nightmares 0x11,2016,1,fulfilled,1,1,B,categorical,moderate,366,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/33c3-8413-security_nightmares_0x11,00:55:48-00:55:58,https://www.ncsc.gov.uk/collection/device-security-guidance/managing-deployed-devices/updates,https://support.google.com/chrome/a/answer/7679408
59-CCC-2016-060-05,CCC-2016-060,CCC-2016-060,CCC,Security Nightmares 0x11,2016,1,fulfilled,1,1,B,occurrence,strong,366,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/33c3-8413-security_nightmares_0x11,01:01:40-01:01:58,https://github.com/easylist/easylist,https://easylist.to/easylist/fanboy-annoyance.txt
59-CCC-2016-060-06,CCC-2016-060,CCC-2016-060,CCC,Security Nightmares 0x11,2016,1,indeterminate,0,,B,occurrence,moderate,731,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/33c3-8413-security_nightmares_0x11,01:02:19-01:02:36,https://github.com/reek/anti-adblock-killer,https://github.com/gorhill/uBlock
59-CCC-2016-060-07,CCC-2016-060,CCC-2016-060,CCC,Security Nightmares 0x11,2016,1,fulfilled,1,1,B,occurrence,strong,731,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/33c3-8413-security_nightmares_0x11,01:02:36-01:02:49,https://arxiv.org/abs/1811.03194,https://arxiv.org/abs/1805.09155
59-CCC-2016-060-11,CCC-2016-060,CCC-2016-060,CCC,Security Nightmares 0x11,2016,1,fulfilled,1,1,B,occurrence,strong,274,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/33c3-8413-security_nightmares_0x11,01:06:24-01:06:47,https://www.macrumors.com/2017/02/24/cellebrite-lawful-unlocking-iphone-6/,https://cellebrite.com/en/cas-sales-inquiry/
60-CCC-2006-008-01,CCC-2006-008,CCC-2006-008,CCC,Vehicular Communication and VANETs,2006,0,not_fulfilled,1,0,B,prevalence,moderate,731,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/23C3-1608-en-vehicular_communication_and_vanets,00:08:02-00:08:14,https://www.iihs.org/topics/advanced-driver-assistance,
70-CCC-2009-021-01,CCC-2009-021,CCC-2009-021,CCC,Security Nightmares,2009,1,indeterminate,0,,B,count,moderate,366,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/26c3-3687-de-security_nightmares,00:59:28-01:00:06,https://www.bfdi.bund.de/SharedDocs/Downloads/EN/Taetigkeitsberichte/23TB_09_10.pdf?__blob=publicationFile&v=5,https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/23TB_09_10.pdf?__blob=publicationFile&v=5
70-CCC-2009-021-02,CCC-2009-021,CCC-2009-021,CCC,Security Nightmares,2009,1,fulfilled,1,1,B,occurrence,strong,366,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/26c3-3687-de-security_nightmares,01:04:09-01:04:26,https://www.ischool.berkeley.edu/research/publications/2010/inferring-personal-information-demand-response-systems,https://colab.ws/articles/10.1145%2F1878431.1878446
70-CCC-2009-021-05,CCC-2009-021,CCC-2009-021,CCC,Security Nightmares,2009,1,indeterminate,0,,B,count,weak,366,2,baja,horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/26c3-3687-de-security_nightmares,01:06:39-01:07:39,,
70-CCC-2009-021-10,CCC-2009-021,CCC-2009-021,CCC,Security Nightmares,2009,1,not_fulfilled,1,0,B,prevalence,moderate,366,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/26c3-3687-de-security_nightmares,01:16:40-01:17:08,https://datatracker.ietf.org/doc/html/rfc6092,
70-CCC-2009-021-11,CCC-2009-021,CCC-2009-021,CCC,Security Nightmares,2009,1,fulfilled,1,1,B,count,strong,366,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/26c3-3687-de-security_nightmares,01:17:09-01:17:40,https://wikileaks.org/wiki/Category%3A2010,https://wikileaks.org/10years/WikiLeaks10yrsPressPack.pdf
80-CCC-2007-012-04,CCC-2007-012,CCC-2007-012,CCC,VX,2007,0,indeterminate,0,,B,direction,weak,370,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/24c3-2233-en-vx,00:54:39-00:55:53,,
80-CCC-2007-012-05,CCC-2007-012,CCC-2007-012,CCC,VX,2007,0,not_fulfilled,1,0,B,occurrence,moderate,370,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/24c3-2233-en-vx,00:54:46-00:55:53,https://support.apple.com/en-us/HT201222,https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=Exploit%3AiPhoneOS%2FCVE-2009-2204
92-CCC-2014-045-01,CCC-2014-045,CCC-2014-045,CCC,The automobile as massive data gathering source and the consequences for individual privacy,2014,0,not_fulfilled,1,0,B,prevalence,strong,731,2,baja,horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/31c3_-_6265_-_en_-_saal_6_-_201412281600_-_the_automobile_as_massive_data_gathering_source_and_the_consequences_for_individual_privacy_-_jimmy_schulz_-_dr_rudiger_hanig,00:03:32-00:03:44,https://eur-lex.europa.eu/eli/reg/2015/758/oj,https://ec.europa.eu/commission/presscorner/detail/en/IP_18_2263
93-BHKEY-2015-01-01,BHKEY-2015-01,BHKEY-2015-01,Black Hat USA,The Lifecycle of a Revolution,2015,0,not_fulfilled,1,0,B,share,moderate,3653,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://www.youtube.com/watch?v=Tjvw5fz_GuA,00:06:11-00:06:33,https://content.naic.org/sites/default/files/inline-files/2025_Cybersecurity_Insurance%20Report.pdf,https://www.mckinsey.com/~/media/mckinsey/business%20functions/risk/our%20insights/mckinsey-on-risk-number-18/mckinsey-on-risk-and-resilience-issue-18.pdf
100-CCC-2010-028-01,CCC-2010-028,CCC-2010-028,CCC,Security Nightmares,2010,1,fulfilled,1,1,B,count,strong,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/27c3-4230-de-security_nightmares,00:16:44-00:17:45,https://www.ccc.de/en/updates/2011/staatstrojaner,https://www.ccc.de/en/updates/2011/analysiert-aktueller-staatstrojaner
100-CCC-2010-028-02,CCC-2010-028,CCC-2010-028,CCC,Security Nightmares,2010,1,not_fulfilled,1,0,B,record,strong,183,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/27c3-4230-de-security_nightmares,00:29:52-00:30:28,https://www.cve.org/About/Metrics,https://www.heise.de/news/Bericht-Zahl-der-Sicherheitsluecken-nimmt-ab-1433686.html
100-CCC-2010-028-03,CCC-2010-028,CCC-2010-028,CCC,Security Nightmares,2010,1,not_fulfilled,1,0,B,count,moderate,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/27c3-4230-de-security_nightmares,01:00:02-01:02:20,https://www.eff.org/deeplinks/2011/02/newly-released-documents-detail-fbi-s-plan-expand,https://www.fbi.gov/news/speeches-and-testimony/going-dark-encryption-technology-and-the-balances-between-public-safety-and-privacy
100-CCC-2010-028-04,CCC-2010-028,CCC-2010-028,CCC,Security Nightmares,2010,1,indeterminate,0,,B,adoption,weak,1096,2,baja,horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/27c3-4230-de-security_nightmares,01:05:30-01:06:15,,
103-CCC-2008-019-01,CCC-2008-019,CCC-2008-019,CCC,Security Nightmares 2009,2008,1,fulfilled,1,1,B,count,strong,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009,00:06:52-00:07:05,https://privacyrights.org/data-breaches,https://www.gao.gov/products/gao-12-961
103-CCC-2008-019-02,CCC-2008-019,CCC-2008-019,CCC,Security Nightmares 2009,2008,1,fulfilled,1,1,B,occurrence,strong,367,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009,00:42:55-00:43:28,https://media.ccc.de/v/26c3-3654-en-gsm_srsly,https://arxiv.org/abs/1107.1086
103-CCC-2008-019-03,CCC-2008-019,CCC-2008-019,CCC,Security Nightmares 2009,2008,1,indeterminate,0,,B,direction,weak,367,2,baja,horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009,00:44:24-00:45:05,,
103-CCC-2008-019-04,CCC-2008-019,CCC-2008-019,CCC,Security Nightmares 2009,2008,1,fulfilled,1,1,B,count,strong,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009,00:46:00-00:47:10,https://www.adobe.com/support/security/advisories/apsa09-04.html,https://nvd.nist.gov/vuln/detail/CVE-2009-1862
103-CCC-2008-019-05,CCC-2008-019,CCC-2008-019,CCC,Security Nightmares 2009,2008,1,not_fulfilled,1,0,B,count,moderate,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009,00:52:51-00:53:45,https://www.cisco.com/c/en/us/support/docs/csa/cisco-sa-20080610-snmpv3.html,https://snmp.com/news/cert_878044.shtml
103-CCC-2008-019-06,CCC-2008-019,CCC-2008-019,CCC,Security Nightmares 2009,2008,1,not_fulfilled,1,0,B,count,moderate,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009,00:54:43-00:55:10,https://www.informationactivism.org/en/balloon-mapping-documenting-the-gulf-coast-oil-spill-and-student-protests-chile.html,
103-CCC-2008-019-07,CCC-2008-019,CCC-2008-019,CCC,Security Nightmares 2009,2008,1,indeterminate,0,,B,direction,moderate,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009,00:55:12-00:55:48,https://ora.ox.ac.uk/objects/uuid%3A6d1260fd-b8ee-4a11-8a5f-e7708d543651,
103-CCC-2008-019-08,CCC-2008-019,CCC-2008-019,CCC,Security Nightmares 2009,2008,1,fulfilled,1,1,B,occurrence,strong,367,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009,00:55:48-00:56:25,https://ora.ox.ac.uk/objects/uuid%3A6d1260fd-b8ee-4a11-8a5f-e7708d543651,
103-CCC-2008-019-09,CCC-2008-019,CCC-2008-019,CCC,Security Nightmares 2009,2008,1,indeterminate,0,,B,occurrence,moderate,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009,01:33:10-01:33:35,https://www.cert-ist.com/eng/ressources/Publications_ArticlesBulletins/VersVirusetAntivirus/symbian_signed_malware/,https://www.virusbulletin.com/blog/2009/07/yxe-trojan-infecting-mobile-phones/
104-CCC-2010-024-01,CCC-2010-024,CCC-2010-024,CCC,"Eins, zwei, drei - alle sind dabei",2010,0,not_fulfilled,1,0,B,occurrence,strong,1099,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/27c3-4111-de-eins_zwei_drei_alle_sind_dabei,00:13:04-00:13:24,https://www.gesetze-im-internet.de/bmg/,https://dserver.bundestag.de/btd/17/077/1707746.pdf
111-CCC-2007-014-01,CCC-2007-014,CCC-2007-014,CCC,Security Nightmares 2008,2007,1,fulfilled,1,1,B,direction,strong,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/24c3-2336-de-security_nightmares,00:42:56-00:44:43,https://nvd.nist.gov/vuln/detail/CVE-2008-2639,https://advisories.checkpoint.com/defense/advisories/public/2009/cpai-2008-348.html/
111-CCC-2007-014-02,CCC-2007-014,CCC-2007-014,CCC,Security Nightmares 2008,2007,1,fulfilled,1,1,B,occurrence,strong,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/24c3-2336-de-security_nightmares,01:04:31-01:05:04,https://www.secure-medicine.org/icd-study/icd-study.pdf,https://www.emsec.ruhr-uni-bochum.de/research/publications/Keeloq/
111-CCC-2007-014-03,CCC-2007-014,CCC-2007-014,CCC,Security Nightmares 2008,2007,1,fulfilled,1,1,B,occurrence,strong,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/24c3-2336-de-security_nightmares,01:09:29-01:10:40,https://www.adobe.com/support/security/advisories/apsa08-03.html,https://www.adobe.com/support/security/advisories/apsa08-08.html
111-CCC-2007-014-04,CCC-2007-014,CCC-2007-014,CCC,Security Nightmares 2008,2007,1,fulfilled,1,1,B,occurrence,strong,367,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/24c3-2336-de-security_nightmares,01:26:40-01:26:58,https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=Backdoor%3AWin32%2FKoobface.A,https://www.darkreading.com/cyberattacks-data-breaches/koobface-worm-targets-myspace-other-sites
111-CCC-2007-014-05,CCC-2007-014,CCC-2007-014,CCC,Security Nightmares 2008,2007,1,indeterminate,0,,B,occurrence,weak,367,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/24c3-2336-de-security_nightmares,01:26:59-01:27:22,https://cloud.googleblog.com/2008/12/google-apps-on-campus-getting-things.html,
112-CCC-2012-034-01,CCC-2012-034,CCC-2012-034,CCC,Re-igniting the Crypto Wars on the Web,2012,0,fulfilled,1,1,B,persistence,strong,3655,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/29c3-5374-en-re_igniting_the_crypto_wars_on_the_web_h264,00:19:28-00:19:38,https://learn.microsoft.com/en-us/lifecycle/announcements/internet-explorer-11-end-of-support,https://gs.statcounter.com/browser-market-share/all/worldwide/2022
123-CCC-2014-048-01,CCC-2014-048,CCC-2014-048,CCC,Security Nightmares,2014,1,fulfilled,1,1,B,salience,strong,366,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/31c3_-_6572_-_de_-_saal_1_-_201412301715_-_security_nightmares_-_frank_-_ron,01:11:31-01:12:03,https://learn.microsoft.com/en-us/windows/deployment/update/waas-overview,https://www.eff.org/deeplinks/2015/08/windows-10-microsoft-blatantly-disregards-user-choice-and-privacy-deep-dive
123-CCC-2014-048-02,CCC-2014-048,CCC-2014-048,CCC,Security Nightmares,2014,1,fulfilled,1,1,B,salience,strong,366,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/31c3_-_6572_-_de_-_saal_1_-_201412301715_-_security_nightmares_-_frank_-_ron,01:22:02-01:22:12,https://www.nhtsa.gov/technology-innovation/automated-vehicles-safety,https://waymo.com/blog/2015/05/google-self-driving-car-project
123-CCC-2014-048-03,CCC-2014-048,CCC-2014-048,CCC,Security Nightmares,2014,1,indeterminate,0,,B,occurrence,weak,366,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/31c3_-_6572_-_de_-_saal_1_-_201412301715_-_security_nightmares_-_frank_-_ron,01:24:18-01:25:07,,
126-CCC-2016-058-01,CCC-2016-058,CCC-2016-058,CCC,Recount 2016: An Uninvited Security Audit of the U.S. Presidential Election,2016,0,fulfilled,1,1,B,nonoccurrence,strong,1483,2,baja,horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/33c3-8074-recount_2016_an_uninvited_security_audit_of_the_u_s_presidential_election,00:48:20-00:48:38,https://www.congress.gov/bill/116th-congress/house-bill/2722/all-info,https://www.congress.gov/bill/115th-congress/senate-bill/2261
127-CCC-2012-037-01,CCC-2012-037,CCC-2012-037,CCC,Security Nightmares,2012,1,fulfilled,1,1,B,nonoccurrence,moderate,366,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/29c3-5244-de-en-security_nightmares2012_h264,00:53:31-00:55:10,https://securelist.com/mobile-malware-evolution-2013/58335/,https://www.enisa.europa.eu/publications/enisa-threat-landscape-2013-overview-of-current-and-emerging-cyber-threats
127-CCC-2012-037-02,CCC-2012-037,CCC-2012-037,CCC,Security Nightmares,2012,1,fulfilled,1,1,B,salience,strong,366,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/29c3-5244-de-en-security_nightmares2012_h264,01:00:46-01:01:02,https://www.fda.gov/medical-devices/digital-health-center-excellence/cybersecurity,https://www.fda.gov/media/102583/download
127-CCC-2012-037-03,CCC-2012-037,CCC-2012-037,CCC,Security Nightmares,2012,1,indeterminate,0,,B,occurrence_and_breadth,weak,366,2,baja,horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/29c3-5244-de-en-security_nightmares2012_h264,01:04:39-01:08:27,,
130-CCC-2017-061-06,CCC-2017-061,CCC-2017-061,CCC,"Dude, you broke the Future!",2017,0,not_fulfilled,1,0,B,adoption,strong,731,2,baja,horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/34c3-9270-dude_you_broke_the_future,00:44:36-00:44:51,https://www.abiresearch.com/press/fingerprint-sensor-shipments-reach-126-billion-2019-despite-growth-from-face-recognition,https://www.counterpointresearch.com/insights/one-billion-smartphones-feature-face-recognition-2020/
131-CCC-2015-056-01,CCC-2015-056,CCC-2015-056,CCC,Security Nightmares 0x10,2015,1,fulfilled,1,1,B,occurrence,strong,368,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/32c3-7546-security_nightmares_0x10,00:50:42-00:51:14,https://www.usenix.org/conference/usenixsecurity16/technical-sessions/presentation/razavi,https://www.vusec.net/projects/flip-feng-shui/
131-CCC-2015-056-02,CCC-2015-056,CCC-2015-056,CCC,Security Nightmares 0x10,2015,1,fulfilled,1,1,B,occurrence,moderate,368,2,baja,horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/32c3-7546-security_nightmares_0x10,00:53:33-00:54:45,https://www.ftc.gov/system/files/documents/reports/big-data-growing-concern-class-action-fairness-report-workshop/big_data_growing_concern_class_action_fairness_report_workshop.pdf,https://journals.sagepub.com/doi/10.1177/0306422016643031
131-CCC-2015-056-03,CCC-2015-056,CCC-2015-056,CCC,Security Nightmares 0x10,2015,1,not_fulfilled,1,0,B,direction,moderate,368,2,baja,horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/32c3-7546-security_nightmares_0x10,00:56:38-00:56:51,https://eur-lex.europa.eu/eli/reg/2015/2120/oj,https://trai.gov.in/sites/default/files/Regulation_Data_Service.pdf
131-CCC-2015-056-04,CCC-2015-056,CCC-2015-056,CCC,Security Nightmares 0x10,2015,1,fulfilled,1,1,B,persistence_and_adoption,moderate,1829,2,baja,horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/32c3-7546-security_nightmares_0x10,01:00:49-01:01:05,https://arxiv.org/abs/2006.14662,https://arxiv.org/abs/2011.02787
131-CCC-2015-056-05,CCC-2015-056,CCC-2015-056,CCC,Security Nightmares 0x10,2015,1,fulfilled,1,1,B,salience_and_occurrence,strong,368,2,baja,horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/32c3-7546-security_nightmares_0x10,01:07:34-01:07:55,https://www.apple.com/customer-letter/,https://www.govinfo.gov/content/pkg/CHRG-114shrg26536/pdf/CHRG-114shrg26536.pdf
133-CCC-2017-072-01,CCC-2017-072,CCC-2017-072,CCC,Fuck Dutch mass-surveillance: let's have a referendum!,2017,0,fulfilled,1,1,A,occurrence,strong,82,4,alta,directamente_puntuable;detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,baja,https://media.ccc.de/v/34c3-9172-fuck_dutch_mass-surveillance_let_s_have_a_referendum,00:13:55-00:14:03,https://english.kiesraad.nl/latest/news/2018/03/29/results-of-the-referendum-on-the-intelligence-and-security-services-act,
136-CCC-2017-062-01,CCC-2017-062,CCC-2017-062,CCC,Gamified Control?,2017,0,not_fulfilled,1,0,B,adoption,strong,1098,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/34c3-8874-gamified_control,00:17:33-00:17:49,https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration
136-CCC-2017-062-02,CCC-2017-062,CCC-2017-062,CCC,Gamified Control?,2017,0,not_fulfilled,1,0,B,design_feature,strong,1098,3,media,detalle_numerico_original;horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/34c3-8874-gamified_control,00:19:06-00:19:21,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,https://www.brookings.edu/articles/chinas-orwellian-social-credit-score-isnt-real/
136-CCC-2017-062-03,CCC-2017-062,CCC-2017-062,CCC,Gamified Control?,2017,0,not_fulfilled,1,0,B,design_feature,strong,1098,2,baja,horizonte_explicito;poblacion_y_geografia,media,https://media.ccc.de/v/34c3-8874-gamified_control,00:28:14-00:29:05,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,
136-CCC-2017-062-04,CCC-2017-062,CCC-2017-062,CCC,Gamified Control?,2017,0,not_fulfilled,1,0,B,policy_consequence,moderate,1098,2,baja,horizonte_explicito;poblacion_y_geografia,alta,https://media.ccc.de/v/34c3-8874-gamified_control,00:38:09-00:38:44,https://merics.org/en/report/chinas-social-credit-system-2021-fragmentation-towards-integration,
