"selection_order","session_id","candidate_order","source_url","source_type","source_timestamp_or_page","speaker","verbatim_text","context_text","atomic_restatement","authorship","subject","population","geography","outcome","horizon_literal","horizon_source","horizon_start","deadline","horizon_expired","prediction_class","inclusion_decision","exclusion_reason","prediction_type","indicator_frozen","threshold_success_frozen","threshold_contradiction_frozen","admissible_outcome_source_type","missing_conflict_rule","coder","coded_at","codebook_version","outcome_search_allowed","notes"
"34","CCC-2013-034","08","https://media.ccc.de/v/30C3_-_5413_-_de_-_saal_1_-_201312301715_-_security_nightmares_-_frank_-_ron","official_complete_multilingual_video_and_original_German_audio_verified","01:06:16-01:06:43","Frank_and_Ron","Wir werden nächstes Jahr eine Menge Telefone sehen, die Fingerabdruckleser drin haben.","The passage argues that Android manufacturers will follow Apple's Touch ID direction and use cheaper implementations.","During 2014, at least ten smartphone models from at least five non-Apple manufacturers will be commercially announced with integrated fingerprint readers.","propia","smartphone_fingerprint_adoption","new non-Apple smartphone models","global","announcement of many fingerprint-reader-equipped phones","im nächsten Jahr","individual","2013-12-30","2014-12-31","yes","B","include","","count","Official manufacturer launch archives or contemporaneous device databases identify model, launch date and integrated fingerprint reader.","At least ten distinct models across at least five non-Apple manufacturers are announced in 2014.","No non-Apple model is announced with an integrated reader in 2014; intermediate counts are non-fulfilment.","manufacturer_launch_archives_and_reputable_contemporaneous_device_databases","Regional variants with identical hardware count once. Eine Menge is frozen as both model breadth and vendor breadth.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the German quantity is colloquial and required a frozen threshold; original German clip verified, no outcome evidence consulted."
"34","CCC-2013-034","09","https://media.ccc.de/v/30C3_-_5413_-_de_-_saal_1_-_201312301715_-_security_nightmares_-_frank_-_ron","official_complete_multilingual_video_and_original_German_audio_verified","01:06:36-01:06:49","Frank_and_Ron","Der wird natürlich genauso kaputt wie Touch ID, sogar noch viel kaputter, weil sie alle geringere Auflösung haben.","Der refers generically to the fingerprint readers expected in other manufacturers' phones during the next year.","By 31 December 2014, practical authentication bypasses will be publicly demonstrated against fingerprint readers in at least two non-Apple smartphone models introduced during 2014.","propia","smartphone_fingerprint_bypass","non-Apple fingerprint smartphones introduced in 2014","global","public practical bypass of fingerprint authentication","im nächsten Jahr","inherited_from_preceding_sentence","2013-12-30","2014-12-31","yes","B","include","","count","Contemporaneous technical demonstrations reproduce a bypass that unlocks or authenticates to the phone using an artificial, lifted or otherwise unauthorized fingerprint representation.","At least two distinct non-Apple models introduced in 2014 have reproducible public bypass demonstrations by year end.","Independent testing of all qualifying models finds no practical bypass; absence of reports alone is non-fulfilment.","contemporaneous_researcher_demonstrations_and_independent_technical_testing","Marketing criticism or low sensor resolution alone is insufficient. The claim is narrowed from equally broken to at least two concrete bypasses.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due generic subject, inherited horizon and operationalization of kaputt; German verified outcome-blind."
"34","CCC-2013-034","10","https://media.ccc.de/v/30C3_-_5413_-_de_-_saal_1_-_201312301715_-_security_nightmares_-_frank_-_ron","official_complete_multilingual_video_and_original_German_audio_verified","01:06:49-01:06:59","Frank_and_Ron","Das Matching [wird] nicht im Telefon passieren ... aber eher wahrscheinlich eben schon in der Cloud.","The speakers contrast Apple's local match-on-chip design with cheaper follower implementations and continue the next-year phone forecast.","A majority of non-Apple fingerprint-smartphone models announced in 2014 will perform fingerprint-template matching in a remote cloud service rather than entirely on-device.","propia","cloud_fingerprint_matching","non-Apple fingerprint smartphone models announced in 2014","global","remote rather than local fingerprint-template matching","im nächsten Jahr","inherited_from_preceding_sentence","2013-12-30","2014-12-31","yes","B","include","","proportion","For every qualifying model with recoverable architecture documentation, classify matching as remote if a biometric template or derived matching representation leaves the device for server-side comparison; synchronization of an encrypted local decision token does not qualify.","More than 50 percent of classifiable qualifying models use remote matching.","At least 90 percent use entirely local matching in secure hardware or device software.","official_security_architecture_documents_and_independent_device_teardowns","Require architecture evidence for at least half of all qualifying 2014 models; otherwise indeterminable. Unknown models are not silently assigned.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due probabilistic German wording, inherited horizon and market-share reconstruction; no outcome evidence consulted."
"34","CCC-2013-034","11","https://media.ccc.de/v/30C3_-_5413_-_de_-_saal_1_-_201312301715_-_security_nightmares_-_frank_-_ron","official_complete_multilingual_video_and_original_German_audio_verified","01:19:04-01:19:35","Frank_and_Ron","Eines der Dinge, die wir 2014 sehen werden, ist die Einführung von UEFI-BIOSen ... nachladbare Module.","The technical explanation emphasizes separately loadable firmware modules without reflashing the whole BIOS.","During 2014, at least one major PC OEM will commercially introduce a product line using UEFI firmware with post-manufacture loadable or updateable modules as a promoted or documented capability.","propia","modular_UEFI_adoption","major PC OEM product lines","global","commercial introduction of modular UEFI firmware capability","2014","individual","2013-12-30","2014-12-31","yes","B","include","","occurrence","OEM technical manuals, firmware documentation or launch material for a 2014 product line explicitly documents independently loadable, updateable or extensible UEFI modules or drivers without a complete firmware reflash.","At least one major OEM product line meets the modular-firmware rule during 2014.","No major OEM documentation for 2014 products supports modular loading and an authoritative standards source states the capability was not implemented commercially.","official_OEM_firmware_documentation_and_UEFI_technical_material","Do not count UEFI branding alone; the modular capability emphasized by the speaker must be documented. Earlier products do not satisfy introduction unless a new line launches in 2014.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because Einführung may mean diffusion rather than first-ever invention; original German verified."
"34","CCC-2013-034","12","https://media.ccc.de/v/30C3_-_5413_-_de_-_saal_1_-_201312301715_-_security_nightmares_-_frank_-_ron","official_complete_multilingual_video_and_original_German_audio_verified","01:20:32-01:21:27","Frank_and_Ron","Eines der wesentlichen Dinge für 2014 wird das Problem ... dass [es] alle möglichen Side-Channels gibt, die es möglich machen, die Krypto zu brechen.","Examples include microphones, motion sensors, acoustic leakage and CPU power-converter noise used to obtain passwords or keys.","During 2014, at least three independent research teams will publicly demonstrate practical side-channel recovery of a cryptographic secret or authentication credential using commodity sensors, acoustic leakage or power-related emissions.","propia","side_channel_security_salience","public technical research demonstrations","global","multiple practical sensor, acoustic or power side-channel demonstrations","für 2014","individual","2013-12-30","2014-12-31","yes","B","include","","count","Peer-reviewed papers, conference demonstrations or researcher primary releases show recovery of a key, password, PIN or equivalent secret from a real implementation using one of the named physical or sensor channels.","At least three independent teams publish qualifying demonstrations in 2014, spanning at least two channel categories.","No qualifying demonstration appears in the year; one or two are non-fulfilment.","peer_reviewed_papers_and_researcher_primary_demonstrations","Simulation-only work and attacks requiring direct digital memory access do not qualify. Independence requires no shared lead author or laboratory.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because wesentliches Ding is operationalized as research breadth rather than media prominence; German verified."
"34","CCC-2013-034","13","https://media.ccc.de/v/30C3_-_5413_-_de_-_saal_1_-_201312301715_-_security_nightmares_-_frank_-_ron","official_complete_multilingual_video_and_original_German_audio_verified","01:21:20-01:21:34","Frank_and_Ron","Die Kontrolle über die Sensoren wird ein wesentliches Problem in der IT-Security werden.","The immediate example is a phone one metre away listening to a passphrase; the statement occurs within the explicitly 2014 block.","By 31 December 2014, security research or platform policy will treat application access to microphones or motion sensors as a material credential- or key-exposure risk.","propia","sensor_access_security","mobile and endpoint sensor permissions and attacks","global","documented recognition or mitigation of sensor access as a credential-exposure risk","für 2014","section_inherited","2013-12-30","2014-12-31","yes","B","include","","occurrence","At least two independent qualifying research publications demonstrate credential or key inference from application-accessible sensors, or a major platform changes permissions or mitigations explicitly because such sensor access can expose secrets.","Either the two-team research branch or the major-platform mitigation branch is met by the deadline.","Authoritative reviews find no such demonstrations or platform concern during 2014; mere absence is non-fulfilment.","peer_reviewed_research_researcher_primary_material_and_platform_security_documentation","General privacy recording without inference of authentication or cryptographic secrets does not qualify. The 2014 horizon is inherited from the enclosing passage.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due inherited year and operationalization of wesentliches Problem; German verified."
"34","CCC-2013-034","14","https://media.ccc.de/v/30C3_-_5413_-_de_-_saal_1_-_201312301715_-_security_nightmares_-_frank_-_ron","official_complete_multilingual_video_and_original_German_audio_verified","01:22:53-01:24:31","Frank_and_Ron","2014 könnte es passieren ... dann denke ich, ist die Baseband-Apokalypse jetzt doch vor der Tür.","The speakers cite cheap attack base stations, rich baseband functionality, Qualcomm monoculture, shared interfaces and expansion into always-powered devices.","During 2014, a remotely exploitable baseband vulnerability with potential exposure of at least one million deployed cellular devices will be publicly demonstrated or authoritatively disclosed.","propia","baseband_apocalypse","deployed cellular baseband devices","global","public disclosure of remotely exploitable baseband flaw at mass scale","2014 könnte es passieren","individual","2013-12-30","2014-12-31","yes","B","include","","occurrence","A vendor advisory, CVE record plus technical analysis, or public researcher demonstration establishes exploitation through the cellular radio/baseband interface without prior application-layer compromise and documents an affected chipset or model population plausibly exceeding one million deployed units.","At least one qualifying remotely exploitable mass-exposure baseband flaw is disclosed in 2014.","A comprehensive authoritative review of 2014 baseband research identifies no remotely exploitable disclosure; absence alone is non-fulfilment.","vendor_advisories_CVE_records_and_researcher_primary_technical_material","SMS application-parser bugs do not qualify unless exploitation occurs in the baseband processor or cellular protocol stack. Million-device exposure may be established from chipset/model shipment evidence.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because apocalypse is narrowed to one mass-exposure remote flaw and könnte denotes possibility; German original verified."
"36","BHKEY-2017-01","10","https://www.youtube.com/watch?v=YJOMTAREFtY","official_complete_video_and_verified_captions","00:25:38-00:25:46","Alex Stamos","The things we are talking about this year are going to become the startups that you'll see over the next two years.","The keynote discusses Black Hat's role in turning emerging research and technical themes into defensive products and companies.","By 26 July 2019, at least three cybersecurity startups will have been publicly launched whose central product is directly traceable to research or a technical problem presented at Black Hat USA 2017.","propia","conference_topics_to_startups","cybersecurity startups launched after Black Hat USA 2017","global","formation of startups directly traceable to 2017 conference research or topics","over the next two years","individual","2017-07-26","2019-07-26","yes","B","include","","count","Company formation records, launch announcements, founder accounts or investor materials identify a central product and explicitly connect its origin to a Black Hat USA 2017 talk, released tool, research team or named technical problem represented in that programme.","At least three distinct startups with documented direct links launch by the deadline.","A comprehensive programme-to-company search finds no directly linked startup; one or two are non-fulfilment.","company_primary_material_founder_accounts_investor_material_and_official_conference_programme","A startup merely operating in a broad track such as cloud or malware does not qualify. Require a named talk, tool, team or narrowly matching problem plus founder/product evidence.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because plural startups is frozen as three and causal traceability is interpretive; no outcome evidence consulted."
"39","CCC-2006-011","01","https://media.ccc.de/v/23C3-1682-de-security_nightmares","official_complete_German_video_and_local_transcription","00:45:04-00:45:20","Frank Rieger and Ron","Stichworte für 2007: Wir gehen davon aus, dass der Ausbau der Überwachung auf allen Ebenen stark fortschreiten wird.","This opens the explicitly prospective 2007 section after the annual retrospective.","During 2007, Germany will materially expand government surveillance at multiple institutional or technical levels.","propia","German_surveillance_expansion","government surveillance laws, powers and operational systems","Germany","material expansion across at least three distinct surveillance domains","für 2007","section_heading","2006-12-30","2007-12-31","yes","B","include","","count","Official legislation, regulations, court-authorized powers or documented operational deployments show new or expanded surveillance in at least three of: telecommunications data retention/interception, remote computer search, biometric identity/travel systems, video surveillance, financial/location data access, or intelligence/law-enforcement databases.","At least three distinct domains receive a material enacted or operational expansion during 2007.","Authoritative records show contraction in at least three domains and no expansion in any; lesser evidence is non-fulfilment.","official_German_legislation_government_documents_and_controlling_court_material","Proposals alone do not qualify unless operationally deployed. Multiple measures in one domain count once.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due stark and allen Ebenen requiring a breadth threshold and section-inherited year; no outcomes consulted."
"39","CCC-2006-011","03","https://media.ccc.de/v/23C3-1682-de-security_nightmares","official_complete_German_video_and_local_transcription","00:49:02-00:49:20","Frank Rieger and Ron","Das BKA wird Trojaner einsetzen für die Online-Durchsuchung.","The claim follows discussion of German state-level authorization and begins the practical extrapolation of online searches.","By 31 December 2007, Germany's Federal Criminal Police Office will use or officially procure Trojan-like software for covert remote searches of computers.","propia","BKA_remote_search_trojan","BKA investigative operations or procurement","Germany","operational use or official procurement of covert remote-search malware","für 2007","section_inherited","2006-12-30","2007-12-31","yes","B","include","","occurrence","Official BKA or federal-government records, parliamentary answers, court records or authenticated procurement documents establish use, testing in an investigation, or procurement specifically for covert remote computer search.","A qualifying use or procurement occurs by year end.","An authoritative year-end statement says the BKA neither possessed, procured nor used such capability in 2007; absence alone is non-fulfilment.","official_German_government_parliamentary_judicial_or_procurement_records","State police use does not satisfy a claim specifically about the BKA. A lab-only concept without procurement or operational mandate does not qualify.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B only because the year is inherited from the section; German original reviewed outcome-blind."
"39","CCC-2006-011","04","https://media.ccc.de/v/23C3-1682-de-security_nightmares","official_complete_German_video_and_local_transcription","00:49:20-00:50:15","Frank Rieger and Ron","Erst führt man die Online-Durchsuchung ein und dann wird outgesourct.","The speakers argue that government will seek savings after acquiring zero-days and developing remote-search Trojans.","By 31 December 2007, a German public authority will contract an external private supplier for a material component of covert remote-computer-search capability.","propia","outsourced_government_hacking","German public-authority remote search tools or services","Germany","external contracting of exploit, implant, development or operational support","für 2007","section_inherited","2006-12-30","2007-12-31","yes","B","include","","occurrence","Official procurement, contract, parliamentary disclosure, court record or authenticated vendor material documents a private supplier providing exploits, implant development, command infrastructure or technical operation for German covert remote searches.","At least one qualifying external contract or supplied capability exists by year end.","Authoritative records establish exclusively in-house development and operation for all 2007 deployments; absence is non-fulfilment.","official_procurement_parliamentary_judicial_records_and_authenticated_vendor_material","General IT consulting does not qualify. The component must materially enable covert access or search.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due satirical delivery and inherited year; no outcomes consulted."
"39","CCC-2006-011","05","https://media.ccc.de/v/23C3-1682-de-security_nightmares","official_complete_German_video_and_local_transcription","00:51:22-00:52:13","Frank Rieger and Ron","Nicht mehr nur ... der IP-Stack ... Grafikarten-Exploits ... WLAN-Chipsatz ... und das wird sicherlich mehr werden.","The passage broadens attack surfaces to privileged device components and embedded systems after citing then-recent graphics and Intel wireless flaws.","During 2007, public vulnerability disclosures involving exploitable graphics, wireless-chipset, peripheral-firmware or comparable non-IP-stack device components will exceed the 2006 count.","propia","device_component_vulnerability_growth","publicly disclosed exploitable non-IP-stack device-component vulnerabilities","global","year-over-year increase in qualifying disclosures","für 2007","section_inherited","2006-12-30","2007-12-31","yes","B","include","","trend","Using one frozen vulnerability database and vendor advisories, count 2006 and 2007 disclosures whose vulnerable code executes in GPU/graphics drivers or firmware, Wi-Fi chipset drivers or firmware, peripheral controllers, or embedded device subsystems and permits code execution, privilege escalation or security-boundary bypass.","The 2007 qualifying count is greater than the 2006 count.","The 2007 count is lower than 2006; equality is non-fulfilment.","NVD_or_equivalent_frozen_database_plus_vendor_advisories","Apply the same query and inclusion rules to both years; ordinary application or TCP/IP implementation flaws do not qualify.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because more is converted to a year-over-year count and the year is inherited."
"39","CCC-2006-011","06","https://media.ccc.de/v/23C3-1682-de-security_nightmares","official_complete_German_video_and_local_transcription","00:52:36-00:53:25","Frank Rieger and Ron","Voice-over-IP-Boxen, IPTV-Boxen und Media-Player-Boxen ... die werden Infrastruktur ... Spam-Botnet ... oder eine Tor-Node.","The speakers note that alternative operating systems could turn low-power always-on boxes into network nodes.","During 2007, consumer VoIP, IPTV or media-player set-top boxes will be publicly documented operating as botnet infrastructure or Tor nodes.","propia","set_top_box_network_infrastructure","consumer set-top boxes and VoIP appliances","global","documented botnet participation or Tor relay operation","für 2007","section_inherited","2006-12-30","2007-12-31","yes","B","include","","occurrence","Incident reports, malware analyses or Tor project/community archives document at least one deployed qualifying consumer box used as a bot, command/relay component, spam node or Tor relay during 2007.","At least one botnet case or one verifiable Tor-node deployment occurs by year end.","Authoritative device and Tor records rule out both uses across the qualifying population; absence is non-fulfilment.","incident_response_malware_research_and_Tor_project_or_community_archives","A general-purpose PC attached to a television does not qualify; the device must be sold principally as a set-top, media or VoIP appliance.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B due broad device category and inherited horizon."
"39","CCC-2006-011","11","https://media.ccc.de/v/23C3-1682-de-security_nightmares","official_complete_German_video_and_local_transcription","01:06:25-01:06:38","audience_prediction_adopted_by_speakers","Der lustige Advisory-Spam auf Full Disclosure wird wahrscheinlich noch ein bisschen zunehmen ... Bogus-Advisories.","An audience intervention is accepted and discussed within the speakers' explicit 2007 prediction round rather than rejected or merely repeated.","During 2007, the Full Disclosure mailing list will carry more bogus security advisories than during 2006.","adoptada","Full_Disclosure_advisory_spam","messages posted to the Full Disclosure mailing list","global","year-over-year increase in deliberately bogus advisories","für 2007","section_inherited","2006-12-30","2007-12-31","yes","B","include","","trend","Apply a frozen archive review to both years: count messages formatted as vulnerability advisories whose claimed product, vulnerability or exploit is later admitted, demonstrated or contemporaneously identified as fabricated, versus ordinary inaccurate reports or jokes clearly labeled as such.","The qualifying 2007 count exceeds the 2006 count.","The 2007 count is lower than 2006; equality is non-fulfilment.","Full_Disclosure_primary_archive_plus_contemporaneous_corrections","Deduplicate cross-posts and follow-up threads to one bogus advisory event. If archive completeness differs materially by year, classify indeterminable.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because audience authorship requires adoption and bogus classification is interpretive; no outcomes consulted."
"39","CCC-2006-011","13","https://media.ccc.de/v/23C3-1682-de-security_nightmares","official_complete_German_video_and_local_transcription","01:09:42-01:10:04","Frank Rieger and Ron","Filesystem-Hacks ... da wird uns 2007 auf den Fuß fallen.","The warning follows a discussion of USB sticks and devices containing more functionality or hidden components than expected.","During 2007, at least one publicly disclosed file-system implementation flaw or maliciously crafted file-system exploit will cause code execution or a security-boundary bypass through removable media or mounting/parsing a file system.","propia","file_system_exploitation","operating-system file-system parsers and removable media","global","public disclosure of exploitable file-system parsing or implementation flaw","2007","individual","2006-12-30","2007-12-31","yes","B","include","","occurrence","A CVE/vendor advisory plus technical analysis or researcher demonstration documents code execution, kernel compromise or sandbox/privilege-boundary bypass triggered principally by mounting, inserting or parsing a crafted file system or removable volume.","At least one qualifying exploit or vulnerability is publicly disclosed in 2007.","A comprehensive authoritative review identifies no qualifying 2007 flaw; absence alone is non-fulfilment.","CVE_vendor_advisories_and_researcher_primary_material","File-format parser bugs in documents stored on USB do not qualify; the vulnerable component must be the file-system or volume parser/driver.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because auf den Fuß fallen is narrowed to one consequential technical disclosure; German original reviewed."
"41","CCC-2011-031","01","https://media.ccc.de/v/28c3-4898-de-security_nightmares","official_complete_German_video_and_local_transcription","01:04:18-01:04:48","Frank Rieger and Ron","2012 wird es da wohl so eine kleine Rejustierung der Sicherheitswahrnehmung geben.","The referent is hardware authentication tokens presented as the last defence against malware; the speakers stress that they are ordinary processors running software.","During 2012, public technical evidence will materially revise confidence in hardware banking-authentication tokens by demonstrating an exploitable implementation flaw or practical authentication bypass.","propia","hardware_token_security_reassessment","consumer or banking hardware authentication tokens","global","public demonstration of token compromise or authentication bypass","für 2012","section_inherited","2011-12-30","2012-12-31","yes","B","include","","occurrence","A vendor advisory, researcher demonstration or peer-reviewed technical publication during 2012 shows code execution, secret extraction, transaction manipulation or an authentication bypass principally caused by a flaw in a dedicated hardware authentication token.","At least one qualifying public technical disclosure occurs in 2012.","An authoritative review of 2012 token-security research identifies no qualifying disclosure; absence alone is non-fulfilment.","vendor_advisories_researcher_primary_material_and_peer_reviewed_research","Ordinary phishing or endpoint malware that never compromises or bypasses the token does not qualify.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because Rejustierung is converted to one consequential disclosure and the year is inherited from the explicit 2012 round."
"41","CCC-2011-031","02","https://media.ccc.de/v/28c3-4898-de-security_nightmares","official_complete_German_video_and_local_transcription","01:07:16-01:07:41","Frank Rieger and Ron","Wenn wir im Jahr 2012 ... da würden wir eine ganze Reihe von kaputten Schließsystemen sehen.","The speakers cite newly sold locks still using already-broken smart-card technologies such as MIFARE Classic.","During 2012, multiple electronic access-control or locking systems sold or deployed with already-known weak smart-card technology will be publicly shown vulnerable.","propia","broken_electronic_locks","commercial electronic locks and physical access-control systems","global","public technical disclosures affecting distinct deployed locking systems","im Jahr 2012","individual","2011-12-30","2012-12-31","yes","B","include","","count","Researcher primary material, vendor advisories or CVE-linked analyses published in 2012 demonstrate unauthorized unlocking, credential cloning or access-control bypass in at least three distinct commercial lock or access-control product families whose enabling weakness was known before their deployment or sale.","At least three distinct qualifying product families are publicly demonstrated vulnerable during 2012.","One or zero qualifying product families is contradiction; two is non-fulfilment.","researcher_primary_material_vendor_advisories_and_CVE_records","A shared underlying technology may count across products only when the implementations are distinct commercial product families and each is technically demonstrated.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because eine ganze Reihe is frozen as three product families."
"41","CCC-2011-031","03","https://media.ccc.de/v/28c3-4898-de-security_nightmares","official_complete_German_video_and_local_transcription","01:08:10-01:08:15","Frank Rieger and Ron","Es wird dann auch Telefone geben, die du als Zutrittskontrolltokens nehmen kannst.","The statement follows discussion of NFC in new phones and vulnerable electronic locks within the explicit 2012 round.","By 31 December 2012, at least one commercially available mobile phone will be deployable as a credential for physical access control.","propia","phones_as_access_tokens","commercial mobile phones and physical access-control systems","global","commercially documented phone-based physical access credential","für 2012","section_inherited","2011-12-30","2012-12-31","yes","B","include","","occurrence","Manufacturer documentation, a commercial deployment case or access-control vendor material dated no later than 2012 documents a mobile phone using NFC or another built-in radio as the credential that unlocks a physical door or gate.","At least one qualifying commercial phone and physical-access deployment exists by year end.","Authoritative market documentation rules out any commercial offering or deployment in 2012; absence alone is non-fulfilment.","manufacturer_and_access_control_vendor_primary_material","A laboratory-only prototype or phone used merely to administer a separate badge does not qualify.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the year is inherited from the section and commercial availability narrows the broad existential claim."
"41","CCC-2011-031","04","https://media.ccc.de/v/28c3-4898-de-security_nightmares","official_complete_German_video_and_local_transcription","01:10:38-01:11:50","Frank Rieger and Ron","Immer mehr Geräte ... kommen in den Markt ... und man dann schon mehr anfangen wird, dass man suchen muss, wenn man einen richtigen Computer haben will.","The speakers define these as devices formerly called computers but restricted to vendor-approved software and lacking ordinary user control.","During 2012, major consumer-computing vendors will expand the number of newly marketed device families that restrict ordinary software installation to a vendor-controlled store or signed boot path.","propia","locked_down_consumer_computing","new consumer computer-like device families","global","increase in restricted software-installation or boot product families","für 2012","section_inherited","2011-12-30","2012-12-31","yes","B","include","","trend","Using contemporaneous manufacturer launch and platform documentation, compare 2011 and 2012 counts of newly launched device families by the five largest relevant consumer-computing vendors that, by default, accept applications only through a vendor-controlled store or enforce a vendor-controlled signed boot chain without a supported user opt-out.","The qualifying 2012 family count exceeds the 2011 count under the same vendor set and coding rules.","The 2012 count is lower than 2011; equality is non-fulfilment.","manufacturer_launch_platform_and_market_share_primary_material","Phones may be included only if the same device class and vendor-selection rule is applied to both years; ordinary optional app stores do not qualify.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because immer mehr is converted to a year-over-year product-family count and the horizon is inherited."
"41","CCC-2011-031","05","https://media.ccc.de/v/28c3-4898-de-security_nightmares","official_complete_German_video_and_local_transcription","01:19:06-01:19:26","Frank Rieger and Ron","Was wir 2012 noch sehen werden, sind PGP-verschlüsselte oder signierte Spam-E-Mails, um am Spamfilter vorbei zu kommen.","The speakers predict adversarial use of cryptographic wrapping specifically to evade spam filtering.","During 2012, spam campaigns will use PGP encryption or cryptographic signatures in an attempt to bypass email spam filters.","propia","encrypted_or_signed_spam","unsolicited bulk email campaigns","global","documented PGP-encrypted or cryptographically signed spam used for filter evasion","was wir 2012 noch sehen werden","individual","2011-12-30","2012-12-31","yes","B","include","","occurrence","A spam-trap corpus, incident report, security-vendor analysis or primary mailing-list evidence documents a 2012 unsolicited bulk-email campaign using PGP encryption or a cryptographic signature, with filter evasion evidenced by campaign design, analyst assessment or comparative delivery behaviour.","At least one qualifying campaign is documented during 2012.","A comprehensive authoritative 2012 spam review finds no qualifying campaign; absence alone is non-fulfilment.","spam_trap_archives_security_vendor_research_and_primary_message_evidence","S/MIME or DKIM applied routinely by legitimate senders does not qualify; the message must be unsolicited bulk email and the cryptographic wrapper linked to evasion.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because motive and campaign classification require interpretation; the year is explicit."
"41","CCC-2011-031","06","https://media.ccc.de/v/28c3-4898-de-security_nightmares","official_complete_German_video_and_local_transcription","01:19:26-01:19:47","Frank Rieger and Ron","Das wird ... den Effekt haben, dass verschlüsselte E-Mails einfach herausgefiltert werden ... was den Effekt hat, dass nicht mehr verschlüsselt wird.","This is the predicted defensive and behavioural consequence of cryptographically wrapped spam.","During 2012, at least one material email provider or enterprise filter will block encrypted email by default as suspicious, producing documented suppression or abandonment of encrypted mail by affected users.","propia","encrypted_mail_blocking","email providers and enterprise filtering systems","global","default blocking plus documented reduction or abandonment of encrypted mail","für 2012","section_inherited","2011-12-30","2012-12-31","yes","B","include","","conjunctive_occurrence","Provider policy, product documentation or incident evidence establishes default blocking or quarantine of encrypted email, and contemporaneous user, administrator or organizational evidence links that treatment to disabled, abandoned or materially reduced encrypted-email use.","Both the filtering action and its documented behavioural consequence occur for at least one material provider or organization by year end.","Authoritative evidence shows encrypted messages were accepted normally and no affected deployment reduced encryption; absence alone is non-fulfilment.","provider_policy_filter_documentation_and_contemporaneous_organizational_evidence","Blocking only a malicious attachment does not qualify; the encrypted nature of the message or payload must drive the treatment.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the causal chain requires two linked observations and the year is inherited."
"41","CCC-2011-031","07","https://media.ccc.de/v/28c3-4898-de-security_nightmares","official_complete_German_video_and_local_transcription","01:25:39-01:25:50","Frank Rieger and Ron","Always-on Speech Recognition ist das Nächste, was kommt.","The statement appears in the explicit 2012 round and contrasts always-listening recognition with then-current face unlock.","By 31 December 2012, a mass-market smartphone platform or handset will publicly introduce always-listening speech recognition that can await a spoken trigger while the device is otherwise idle.","propia","always_on_speech_recognition","mass-market smartphone platforms and handsets","global","public product introduction of idle-state always-listening voice trigger","für 2012","section_inherited","2011-12-30","2012-12-31","yes","B","include","","occurrence","Official platform, handset or chipset documentation dated no later than 2012 describes a commercially released or announced smartphone feature that continuously or periodically listens while idle for a spoken activation phrase without requiring a prior button press.","At least one qualifying mass-market platform or handset is released or publicly announced by year end.","Authoritative product documentation establishes that all candidate 2012 systems required prior manual activation; absence alone is non-fulfilment.","platform_handset_and_chipset_primary_documentation","Ordinary speech recognition after tapping a microphone button does not qualify; a research prototype without a mass-market product announcement does not qualify.","Codex","2026-08-08","preregistration_consolidated_v0.2","no","Class B because the 2012 horizon is inherited and mass-market introduction operationalizes das Nächste."
