"selection_order","round","cell_order","cell","frame_id","venue","year","period","title","session_type","selection_stratum","selection_hash","official_program_url","content_url"
"74","12","8","2015-2018 | CCC","CCC-2017-069","CCC","2017","2015-2018","History and implications of DRM","prospective_session","prospective_metadata","48309a87b1ff1b9e7add1f0d83008d5d19907df26a3f93a51bf8ca1880146beb","https://media.ccc.de/v/34c3-9110-history_and_implications_of_drm","https://cdn.media.ccc.de/congress/2017/slides-h264-hd/34c3-9110-eng-deu-History_and_implications_of_DRM_hd-slides.mp4"
"75","13","2","2005-2009 | CCC","CCC-2008-016","CCC","2008","2005-2009","Embracing Post-Privacy","prospective_session","prospective_metadata","a8f60b366279145d72685d694c9cab824cecc673fc3f5bd956090759a53db5fc","https://media.ccc.de/v/25c3-2979-en-embracing_post-privacy","https://cdn.media.ccc.de/congress/2008/video_h264_720x576/25c3-2979-en-embracing_post-privacy.mp4"
"76","13","4","2010-2014 | Black Hat USA","BHPRO-2014-01","Black Hat USA","2014","2010-2014","A Survey of Remote Automotive Attack Surfaces","briefing","prospective_metadata","c32beb1e967ce66b8613956165cde7ebc9365cab80eff8dfcc3ee40fcb117c41","https://blackhat.com/us-14/archives.html","https://www.youtube.com/watch?v=MAGacjNw0Sw"
"77","13","5","2010-2014 | CCC","CCC-2010-023","CCC","2010","2010-2014","Data Retention in the EU five years after the Directive","prospective_session","prospective_metadata","72ecf55e4846cf5fbf65577aefac82dfdecd95fb28ca67eb3bb14ae8cebd778b","https://media.ccc.de/v/27c3-4190-en-data_retention_in_the_eu","https://cdn.media.ccc.de/congress/2010/mp4-h264-HQ/27c3-4190-en-data_retention_in_the_eu.mp4"
"78","13","7","2015-2018 | Black Hat USA","BHPRO-2015-01","Black Hat USA","2015","2015-2018","Hidden Risks of Biometric Identifiers and How to Avoid Them","briefing","prospective_metadata","77b8d7609ca59f3578823cf0460cae2098114caf8d282d855e38588c54ba1a27","https://blackhat.com/us-15/briefings.html","https://www.youtube.com/watch?v=cfQCOICIliQ"
"79","13","8","2015-2018 | CCC","CCC-2018-079","CCC","2018","2015-2018","wallet.fail","prospective_session","prospective_metadata","49fe653a5b160fe92b7d71accc1f94c725f1b0127a7583cb8bb6315be78a07c1","https://media.ccc.de/v/35c3-9563-wallet_fail","https://cdn.media.ccc.de/congress/2018/slides-h264-hd/35c3-9563-eng-deu-walletfail_hd-slides.mp4"
"80","14","2","2005-2009 | CCC","CCC-2007-012","CCC","2007","2005-2009","VX","prospective_session","prospective_metadata","aa3dd2810ba844aee4f7428de3105d798c82f6f35b1080186d45d985f3a59456","https://media.ccc.de/v/24c3-2233-en-vx","https://cdn.media.ccc.de/congress/2007/mp4/24c3-2233-en-vx_high.mp4"
"81","14","4","2010-2014 | Black Hat USA","BHPRO-2014-07","Black Hat USA","2014","2010-2014","Poacher Turned Gamekeeper: Lessons Learned from Eight Years of Breaking Hypervisors","briefing","prospective_metadata","d9919a041b2993e93c79287e9c51cba3b851ff1bfd6b201783182be976cf9352","https://blackhat.com/us-14/archives.html","https://www.youtube.com/watch?v=zHwErzJ1udc"
"82","14","5","2010-2014 | CCC","CCC-2013-038","CCC","2013","2010-2014","30C3 Keynote","keynote","keynote","8092e9bdde651fbb39a4ddca9e126e6a3bd1af3dbca480e5ee605bab122073f0","https://media.ccc.de/v/30C3_-_5622_-_en_-_saal_1_-_201312271930_-_30c3_keynote_-_glenn_greenwald_-_frank","https://cdn.media.ccc.de/congress/2013/mp4-hd/30c3-5622-en-de-30c3_Keynote_h264-hd.mp4"
"83","14","7","2015-2018 | Black Hat USA","BHPRO-2016-02","Black Hat USA","2016","2015-2018","Hacking Next-Gen ATMs: From Capture to Cashout","briefing","prospective_metadata","7e467771670fa3e601993b6252b372b74df01cad05fbb11dd5d66dac16669ce9","https://blackhat.com/us-16/briefings.html","https://www.youtube.com/watch?v=kno0vDhbb7Y"
"84","14","8","2015-2018 | CCC","CCC-2016-057","CCC","2016","2015-2018","Hacking the World","prospective_session","prospective_metadata","4de9c0b9ce74a6bbbcc4de57164a1edfeaa63dc92e0d90c517d8de4fb05103e7","https://media.ccc.de/v/33c3-8349-hacking_the_world","https://cdn.media.ccc.de/congress/2016/h264-hd/33c3-8349-eng-deu-fra-Hacking_the_World_hd.mp4"
"85","15","2","2005-2009 | CCC","CCC-2005-005","CCC","2005","2005-2009","The Future Challenges for a Hacker","prospective_session","prospective_metadata","b462e3e88854145ef7e64efcfdd02db10fa7137d63c60091862796f6773fc1c5","https://media.ccc.de/v/22C3-1295-en-future_challenges","https://cdn.media.ccc.de/congress/2005/lectures/video/mp4-avc/320x240/22C3-1295-en-future_challenges.m4v"
"86","15","4","2010-2014 | Black Hat USA","BHPRO-2012-02","Black Hat USA","2012","2010-2014","Smashing the Future for Fun and Profit","prospective_panel","prospective_metadata","f0622462ac5f9e30f20479cffb62bb47c9abc4792edab07e324b6306d9bd3136","https://blackhat.com/html/bh-us-12/bh-us-12-archives.html","https://www.youtube.com/watch?v=-DddBLZE6HU"
"87","15","5","2010-2014 | CCC","CCC-2010-026","CCC","2010","2010-2014","Defense is not dead","prospective_session","prospective_metadata","832d7e9167017454be7bf376b97bc87eeb37b92c9d79317927260eb09958929a","https://media.ccc.de/v/27c3-4123-en-defense_is_not_dead","https://cdn.media.ccc.de/congress/2010/mp4-h264-HQ/27c3-4123-en-defense_is_not_dead.mp4"
"88","15","7","2015-2018 | Black Hat USA","BHPRO-2018-06","Black Hat USA","2018","2015-2018","Protecting the Protector: Hardening Machine Learning Defenses Against Adversarial Attacks","briefing","prospective_metadata","887868f665d97eb968c48f54b868647da345d66d504e2d98dcb56bef969ccdbd","https://blackhat.com/us-18/briefings.html","https://www.youtube.com/watch?v=CAwua_lugV8"
"89","15","8","2015-2018 | CCC","CCC-2018-083","CCC","2018","2015-2018","Freedom needs fighters!","prospective_session","prospective_metadata","55b6c776e35bbe493f46103dc22f535227dda3895064e8ffa0dc012e79b32963","https://media.ccc.de/v/35c3-9973-freedom_needs_fighters","https://cdn.media.ccc.de/congress/2018/h264-hd/35c3-9973-deu-eng-spa-Freedom_needs_fighters_hd.mp4"
"90","16","2","2005-2009 | CCC","CCC-2008-015","CCC","2008","2005-2009","25C3 Opening and Keynote ""Nothing to hide""","keynote","keynote","c16d79aee912ff0308077e071b41e6f4cccd2f3ec56ec34ec60bca957158074a","https://media.ccc.de/v/25c3-3025-en-opening_and_keynote_nothing_to_hide","https://cdn.media.ccc.de/congress/2008/video_h264_720x576/25c3-3025-en-opening_and_keynote_nothing_to_hide.mp4"
"91","16","4","2010-2014 | Black Hat USA","BHPRO-2012-01","Black Hat USA","2012","2010-2014","Exploit Mitigation Improvements in Windows 8","briefing","prospective_metadata","f568ad28b867cb00cbf999558d8025c6f8e599b4fea2b22568a07c2179dad5ee","https://blackhat.com/html/bh-us-12/bh-us-12-archives.html","https://www.youtube.com/watch?v=3NriJvra62g"
"92","16","5","2010-2014 | CCC","CCC-2014-045","CCC","2014","2010-2014","The automobile as massive data gathering source and the consequences for individual privacy","prospective_session","prospective_metadata","867ff4cd96b1be631c50e49e588ed4f421f94242b037332cfd5304ed18a3fc8f","https://media.ccc.de/v/31c3_-_6265_-_en_-_saal_6_-_201412281600_-_the_automobile_as_massive_data_gathering_source_and_the_consequences_for_individual_privacy_-_jimmy_schulz_-_dr_rudiger_hanig","https://cdn.media.ccc.de/congress/2014/h264-sd/31c3-6265-en-The_automobile_as_massive_data_gathering_source_and_the_consequences_for_individual_privacy_sd.mp4"
"93","16","7","2015-2018 | Black Hat USA","BHKEY-2015-01","Black Hat USA","2015","2015-2018","The Lifecycle of a Revolution","keynote","keynote","a6f980b79e97d9537f990cc22e11cd5447e78637e75345912d99e4af7842dd47","https://blackhat.com/us-15/briefings.html","https://www.youtube.com/watch?v=Tjvw5fz_GuA"
"94","16","8","2015-2018 | CCC","CCC-2017-067","CCC","2017","2015-2018","Coming Soon: Machine-Checked Mathematical Proofs in Everyday Software and Hardware Development","prospective_session","prospective_metadata","62a27dadcffb1d99993cc1cdc51eb1b44652b7a45630b11ca020b2f84fe4441e","https://media.ccc.de/v/34c3-9105-coming_soon_machine-checked_mathematical_proofs_in_everyday_software_and_hardware_development","https://cdn.media.ccc.de/congress/2017/slides-h264-hd/34c3-9105-eng-deu-Coming_Soon_Machine-Checked_Mathematical_Proofs_in_Everyday_Software_and_Hardware_Development_hd-slides.mp4"
"95","17","2","2005-2009 | CCC","CCC-2005-001","CCC","2005","2005-2009","Hacking health","prospective_session","prospective_metadata","d62a63cda0313264af69357a249df29f59df002534e5a3eaa9f9e6ed3dce2d0a","https://media.ccc.de/v/22C3-489-en-hacking_health","https://cdn.media.ccc.de/congress/2005/lectures/video/mp4-avc/320x240/22C3-489-en-hacking_health.m4v"
"96","17","5","2010-2014 | CCC","CCC-2013-040","CCC","2013","2010-2014","Security of the IC Backside","prospective_session","prospective_metadata","93e447679139b7051632d185cb79e419899e67a39e3af42923436a5d77dde2f6","https://media.ccc.de/v/30C3_-_5459_-__-_saal_1_-_201312282145_-_security_of_the_ic_backside_-_nedos","https://cdn.media.ccc.de/congress/2013/mp4-hd/30c3-5459-en-de-Security_of_the_IC_Backside_h264-hd.mp4"
"97","17","7","2015-2018 | Black Hat USA","BHPRO-2018-08","Black Hat USA","2018","2015-2018","The Problems and Promise of WebAssembly","briefing","prospective_metadata","b67b96e3465b5d3adcd7eac5099000d200d729ae67ce5a5c4dceca9d61352b1c","https://blackhat.com/us-18/briefings.html","https://www.youtube.com/watch?v=BHwqORo_83E"
"98","17","8","2015-2018 | CCC","CCC-2015-052","CCC","2015","2015-2018","Prediction and Control","prospective_session","prospective_metadata","697fa10f6a66f92ba073bdc3ea7bf79f072b6a419c2995b7e07d9d08055a1ed3","https://media.ccc.de/v/32c3-7449-prediction_and_control","https://cdn.media.ccc.de/congress/2015/h264-hd-web/32c3-7449-en-Prediction_and_Control.mp4"
"99","18","2","2005-2009 | CCC","CCC-2009-020","CCC","2009","2005-2009","Building a Debugger","prospective_session","prospective_metadata","dadc944b8fbff1c9c4f5032d2cbefe4c8ccac686fd566f3d9f0bb5f3e57bb635","https://media.ccc.de/v/26c3-3490-en-building_a_debugger","https://cdn.media.ccc.de/congress/2009/mp4/26c3-3490-en-building_a_debugger.mp4"
"100","18","5","2010-2014 | CCC","CCC-2010-028","CCC","2010","2010-2014","Security Nightmares","prospective_session","prospective_metadata","a209423406def236c689bd824a143cbec349676d87779c9fad8b7542890fd914","https://media.ccc.de/v/27c3-4230-de-security_nightmares","https://cdn.media.ccc.de/congress/2010/mp4-h264-HQ/27c3-4230-de-security_nightmares.mp4"
"101","18","7","2015-2018 | Black Hat USA","BHPRO-2018-01","Black Hat USA","2018","2015-2018","A Brief History of Mitigation: The Path to EL1 in iOS 11","briefing","prospective_metadata","b87e1c3de90cde7f85b4aaf056fbb3cc61a5093049dddaba1dcf478425c8e35d","https://blackhat.com/us-18/briefings.html","https://www.youtube.com/watch?v=iY6CQBgs1w0"
"102","18","8","2015-2018 | CCC","CCC-2015-053","CCC","2015","2015-2018","Ten years after âWe Lost The Warâ","prospective_session","prospective_metadata","6c2bf22a9d62fb8c51e023f16816a8bc6794b75c16208e367a4adfac10547a07","https://media.ccc.de/v/32c3-7501-ten_years_after_we_lost_the_war","https://cdn.media.ccc.de/congress/2015/h264-sd/32c3-7501-en-de-Ten_years_after_We_Lost_The_War_sd.mp4"
"103","19","2","2005-2009 | CCC","CCC-2008-019","CCC","2008","2005-2009","Security Nightmares 2009","prospective_session","prospective_metadata","df5f826c903634dbd2e55bef6c20b0d4306021cd0839972cfdcc16d1cc3db531","https://media.ccc.de/v/25c3-3021-de-security_nightmares_2009","https://cdn.media.ccc.de/congress/2008/video_h264_720x576/25c3-3021-de-security_nightmares_2009.mp4"
"104","19","5","2010-2014 | CCC","CCC-2010-024","CCC","2010","2010-2014","Eins, zwei, drei - alle sind dabei","prospective_session","prospective_metadata","ac74cdaf222cde524b272f747145fc0f41dd8680c17ccc90bbda2fae7e180b77","https://media.ccc.de/v/27c3-4111-de-eins_zwei_drei_alle_sind_dabei","https://cdn.media.ccc.de/congress/2010/mp4-h264-HQ/27c3-4111-de-eins_zwei_drei_alle_sind_dabei.mp4"
"105","19","7","2015-2018 | Black Hat USA","BHPRO-2016-04","Black Hat USA","2016","2015-2018","Next-Generation of Exploit Kit Detection by Building Simulated Obfuscators","briefing","prospective_metadata","baf66f4e575f67da1bf241490a7178ce2953c5943036c279280df128e8a1ef53","https://blackhat.com/us-16/briefings.html","https://www.youtube.com/watch?v=l5Xcwe-MZ7Y"
"106","19","8","2015-2018 | CCC","CCC-2017-064","CCC","2017","2015-2018","ASLR on the line","prospective_session","prospective_metadata","70b3980376a50b3c40fe7b792be22baf514a881bea5bd19277fcef9297295723","https://media.ccc.de/v/34c3-9135-aslr_on_the_line","https://cdn.media.ccc.de/congress/2017/slides-h264-hd/34c3-9135-eng-deu-ASLR_on_the_line_hd-slides.mp4"
"107","20","2","2005-2009 | CCC","CCC-2008-017","CCC","2008","2005-2009","Cisco IOS attack and defense","prospective_session","prospective_metadata","f43287cb717b3ac208aa0340bc8fa1ca31f5754f5b7264da37a76da8cf93e06f","https://media.ccc.de/v/25c3-2816-en-cisco_ios_attack_and_defense","https://cdn.media.ccc.de/congress/2008/video_h264_720x576/25c3-2816-en-cisco_ios_attack_and_defense.mp4"
"108","20","5","2010-2014 | CCC","CCC-2012-035","CCC","2012","2010-2014","Security Evaluation of Russian GOST Cipher","prospective_session","prospective_metadata","b074706d5baea1270e2f232d7a1f0c469c5a9af5fe8ad1c4e0e7e8392638ef46","https://media.ccc.de/v/29c3-5225-en-security_evaluation_of_russian_gost_cipher_h264","https://cdn.media.ccc.de/congress/2012/mp4-h264-HQ/29c3-5225-en-security_evaluation_of_russian_gost_cipher_h264.mp4"
"109","20","7","2015-2018 | Black Hat USA","BHPRO-2018-09","Black Hat USA","2018","2015-2018","There will be Glitches: Extracting and Analyzing Automotive Firmware Efficiently","briefing","prospective_metadata","bc02329e42970e20962cdbdca7f5d6b787e1daf067ad53018cf92b0920b31320","https://blackhat.com/us-18/briefings.html","https://www.youtube.com/watch?v=4svMU1qGods"
"110","20","8","2015-2018 | CCC","CCC-2015-054","CCC","2015","2015-2018","Intelexit","prospective_session","prospective_metadata","7fd9910fcd01a218044dfef9872d4285a0b33c12062b899b420fcc0de33041ac","https://media.ccc.de/v/32c3-7426-intelexit","https://cdn.media.ccc.de/congress/2015/h264-sd/32c3-7426-en-de-Intelexit_sd.mp4"
"111","21","2","2005-2009 | CCC","CCC-2007-014","CCC","2007","2005-2009","Security Nightmares 2008","prospective_session","prospective_metadata","fa3ee6eb47348ed864804c2945b871f2b2890bf440b708f683de46f737b9189f","https://media.ccc.de/v/24c3-2336-de-security_nightmares","https://cdn.media.ccc.de/congress/2007/mp4/24c3-2336-de-security_nightmares_high.mp4"
"112","21","5","2010-2014 | CCC","CCC-2012-034","CCC","2012","2010-2014","Re-igniting the Crypto Wars on the Web","prospective_session","prospective_metadata","b4a17ca36bb7594d68a9f59aa5b93862237de7246d55bf15420cbfb5f2507931","https://media.ccc.de/v/29c3-5374-en-re_igniting_the_crypto_wars_on_the_web_h264","https://cdn.media.ccc.de/congress/2012/mp4-h264-HQ/29c3-5374-en-re_igniting_the_crypto_wars_on_the_web_h264.mp4"
"113","21","7","2015-2018 | Black Hat USA","BHPRO-2017-05","Black Hat USA","2017","2015-2018","The Future of ApplePwn - How to Save Your Money","briefing","prospective_metadata","c01ce465626554e55f5d10d91154f26e21bafbd3e07e071cb9add6d15d125e42","https://blackhat.com/us-17/briefings.html","https://www.youtube.com/watch?v=mGmT0Rd838w"
"114","21","8","2015-2018 | CCC","CCC-2018-075","CCC","2018","2015-2018","Censored Planet: a Global Censorship Observatory","prospective_session","prospective_metadata","92a59f00fffbe451fe5248a1c9fbbcb1cd431c18d12ee378e95a8a5c928d1012","https://media.ccc.de/v/35c3-9877-censored_planet_a_global_censorship_observatory","https://cdn.media.ccc.de/congress/2018/slides-h264-hd/35c3-9877-eng-deu-Censored_Planet_a_Global_Censorship_Observatory_hd-slides.mp4"
"115","22","5","2010-2014 | CCC","CCC-2014-046","CCC","2014","2010-2014","The Matter of Heartbleed","prospective_session","prospective_metadata","b6a859058058bddca7de28d4b6f1fd5ace1e31d34fcc23f77bdca53d24d5e08a","https://media.ccc.de/v/31c3_-_6321_-_en_-_saal_1_-_201412282300_-_the_matter_of_heartbleed_-_zakir_durumeric","https://cdn.media.ccc.de/congress/2014/h264-hd/31c3-6321-en-de-The_Matter_of_Heartbleed_hd.mp4"
"116","22","7","2015-2018 | Black Hat USA","BHKEY-2016-01","Black Hat USA","2016","2015-2018","The Hidden Architecture of our Time: Why This Internet Worked, How We Could Lose It, and the Role Hackers Play","keynote","keynote","ed4a2c9d310a40d1ab83b176cab8cf1e906279b41373e317cf92f429d498f060","https://blackhat.com/us-16/briefings.html","https://www.youtube.com/watch?v=RAGwol-keXM"
"117","22","8","2015-2018 | CCC","CCC-2017-065","CCC","2017","2015-2018","Growing Up Software Development","prospective_session","prospective_metadata","94fda39d4340b75c8ff0bd63169b1ad4f6f52c7a8aaae4e09dd218d2a5f4499b","https://media.ccc.de/v/34c3-9044-growing_up_software_development","https://cdn.media.ccc.de/congress/2017/slides-h264-hd/34c3-9044-eng-deu-Growing_Up_Software_Development_hd-slides.mp4"
"118","23","5","2010-2014 | CCC","CCC-2013-042","CCC","2013","2010-2014","WarGames in memory","prospective_session","prospective_metadata","d4c271b105e133be710f75ed87730a3fa9cd9c1568d2104cb5c2e621c7c13d17","https://media.ccc.de/v/30C3_-_5223_-_en_-_saal_6_-_201312292030_-_wargames_in_memory_-_gannimo","https://cdn.media.ccc.de/congress/2013/mp4-lq/30c3-5223-en-WarGames_in_memory_h264-iprod.mp4"
"119","23","7","2015-2018 | Black Hat USA","BHPRO-2018-03","Black Hat USA","2018","2015-2018","New Norms and Policies in Cyber-Diplomacy","panel","prospective_metadata","ee9da632816d787cbdb3f9ed9eae9042c47e7e6aadf88eb9b65f6d566dbfc90a","https://blackhat.com/us-18/briefings.html","https://www.youtube.com/watch?v=1D6ijAUwK-4"
"120","23","8","2015-2018 | CCC","CCC-2016-059","CCC","2016","2015-2018","radare demystified","prospective_session","prospective_metadata","990a7166273a78847b6d9ce292953256f839ef10c0f7bb15bdc8aad9a2cb772a","https://media.ccc.de/v/33c3-8095-radare_demystified","https://cdn.media.ccc.de/congress/2016/h264-hd/33c3-8095-eng-deu-fra-radare_demystified_hd.mp4"
"121","24","5","2010-2014 | CCC","CCC-2014-044","CCC","2014","2010-2014","31C3 Keynote","keynote","keynote","e06c3449b424757371913ff06d6faa4df88a68778862d9376391cf9a89ef9589","https://media.ccc.de/v/31c3_-_6571_-_en_-_saal_1_-_201412271130_-_31c3_keynote_-_alecempire","https://cdn.media.ccc.de/congress/2014/h264-sd/31c3-6571-en-31C3_Keynote_sd.mp4"
"122","24","8","2015-2018 | CCC","CCC-2015-050","CCC","2015","2015-2018","(In)Security of Embedded Devices' Firmware - Fast and Furious at Large Scale","prospective_session","prospective_metadata","a5ecd7ed051d7be005a9b5b63c947cfd3ba5cb2c41c4df44df6443e38dd6a2e8","https://media.ccc.de/v/32c3-7252-in_security_of_embedded_devices_firmware_-_fast_and_furious_at_large_scale","https://cdn.media.ccc.de/congress/2015/h264-hd-web/32c3-7252-en-In_Security_of_Embedded_Devices_Firmware_-_Fast_and_Furious_at_Large_Scale.mp4"
"123","25","5","2010-2014 | CCC","CCC-2014-048","CCC","2014","2010-2014","Security Nightmares","prospective_session","prospective_metadata","e4a0d7aabbd6ca4efda5661f7754740e6a83e379d625638386a09cfb3575a0b3","https://media.ccc.de/v/31c3_-_6572_-_de_-_saal_1_-_201412301715_-_security_nightmares_-_frank_-_ron","https://cdn.media.ccc.de/congress/2014/h264-hd/31c3-6572-de-en-Security_Nightmares_hd.mp4"
"124","25","8","2015-2018 | CCC","CCC-2018-082","CCC","2018","2015-2018","Jailbreaking iOS","prospective_session","prospective_metadata","a696bfa05b030eac9c8c4fbb67d3e83d2b644d02b646e7804196c9b57357408a","https://media.ccc.de/v/35c3-9618-jailbreaking_ios","https://cdn.media.ccc.de/congress/2018/slides-h264-hd/35c3-9618-eng-deu-Jailbreaking_iOS_hd-slides.mp4"
"125","26","5","2010-2014 | CCC","CCC-2012-036","CCC","2012","2010-2014","The future of protocol reversing and simulation applied on ZeroAccess botnet","prospective_session","prospective_metadata","f4d906cef88d331d6daa538a12e02f36f65ac75c372e8dab93c55af5bc3e8c3d","https://media.ccc.de/v/29c3-5256-en-the_future_of_protocol_reversing_and_simulation_h264","https://cdn.media.ccc.de/congress/2012/mp4-h264-HQ/29c3-5256-en-the_future_of_protocol_reversing_and_simulation_h264.mp4"
"126","26","8","2015-2018 | CCC","CCC-2016-058","CCC","2016","2015-2018","Recount 2016: An Uninvited Security Audit of the U.S. Presidential Election","prospective_session","prospective_metadata","b2093adab2a802063260005a27cf9cf59dff031db20ef0ff5701636bdbd6af49","https://media.ccc.de/v/33c3-8074-recount_2016_an_uninvited_security_audit_of_the_u_s_presidential_election","https://cdn.media.ccc.de/congress/2016/h264-hd/33c3-8074-eng-deu-rus-Recount_2016_An_Uninvited_Security_Audit_of_the_US_Presidential_Election_hd.mp4"
"127","27","5","2010-2014 | CCC","CCC-2012-037","CCC","2012","2010-2014","Security Nightmares","prospective_session","prospective_metadata","fca278e8a4fe5d0899bae93e170a7e469f3ebcbb92160927c45626ec7a45ccee","https://media.ccc.de/v/29c3-5244-de-en-security_nightmares2012_h264","https://cdn.media.ccc.de/congress/2012/mp4-h264-HQ/29c3-5244-de-en-security_nightmares2012_h264.mp4"
"128","27","8","2015-2018 | CCC","CCC-2017-068","CCC","2017","2015-2018","Decoding Contactless (Card) Payments","prospective_session","prospective_metadata","b9766d575b6e2bf86a9055d029b9c927c6224bab61bea8994e6ff9d1b4c8392d","https://media.ccc.de/v/34c3-8965-decoding_contactless_card_payments","https://cdn.media.ccc.de/congress/2017/slides-h264-hd/34c3-8965-eng-deu-Decoding_Contactless_Card_Payments_hd-slides.mp4"
"129","28","8","2015-2018 | CCC","CCC-2017-070","CCC","2017","2015-2018","Policing in the age of data exploitation","prospective_session","prospective_metadata","ba46a371a3e5841e6f3db63b648afe6f3c9b3fc5bfce4434d6d101f0cc22e920","https://media.ccc.de/v/34c3-8940-policing_in_the_age_of_data_exploitation","https://cdn.media.ccc.de/congress/2017/slides-h264-hd/34c3-8940-eng-deu-Policing_in_the_age_of_data_exploitation_hd-slides.mp4"
"130","29","8","2015-2018 | CCC","CCC-2017-061","CCC","2017","2015-2018","Dude, you broke the Future!","prospective_session","prospective_metadata","c2eacede74dcb453767617533869ff157f9540ed3196be6ac45ac62354e4f531","https://media.ccc.de/v/34c3-9270-dude_you_broke_the_future","https://cdn.media.ccc.de/congress/2017/slides-h264-sd/34c3-9270-eng-Dude_you_broke_the_Future_sd-slides.mp4"
"131","30","8","2015-2018 | CCC","CCC-2015-056","CCC","2015","2015-2018","Security Nightmares 0x10","prospective_session","prospective_metadata","c87e62017bf1d3274189490983030501f0b005e8cb485863e6ddf73211273d05","https://media.ccc.de/v/32c3-7546-security_nightmares_0x10","https://cdn.media.ccc.de/congress/2015/h264-hd-web/32c3-7546-de-Security_Nightmares_0x10.mp4"
"132","31","8","2015-2018 | CCC","CCC-2017-063","CCC","2017","2015-2018","How can you trust formally verified software?","prospective_session","prospective_metadata","d6aed277f68df0f7927df1e51eb1939516c4be284cc3f55311381d8325955960","https://media.ccc.de/v/34c3-8915-how_can_you_trust_formally_verified_software","https://cdn.media.ccc.de/congress/2017/h264-hd/34c3-8915-deu-How_can_you_trust_formally_verified_software.mp4"
"133","32","8","2015-2018 | CCC","CCC-2017-072","CCC","2017","2015-2018","Fuck Dutch mass-surveillance: let's have a referendum!","prospective_session","prospective_metadata","d88bcbac9951ef6936459e4fdcecf272f846bdf6d78c1b97e8ac1a87995149f7","https://media.ccc.de/v/34c3-9172-fuck_dutch_mass-surveillance_let_s_have_a_referendum","https://cdn.media.ccc.de/congress/2017/slides-h264-hd/34c3-9172-eng-deu-Fuck_Dutch_mass-surveillance_lets_have_a_referendum_hd-slides.mp4"
"134","33","8","2015-2018 | CCC","CCC-2018-078","CCC","2018","2015-2018","Taming the Chaos: Can we build systems that actually work?","prospective_session","prospective_metadata","dc286f58615c737c9a2956494986725f9016ee463e53b033f34e589c62288b2a","https://media.ccc.de/v/35c3-9647-taming_the_chaos_can_we_build_systems_that_actually_work","https://cdn.media.ccc.de/congress/2018/slides-h264-hd/35c3-9647-eng-deu-Taming_the_Chaos_Can_we_build_systems_that_actually_work_hd-slides.mp4"
"135","34","8","2015-2018 | CCC","CCC-2015-051","CCC","2015","2015-2018","Say hi to your new boss: How algorithms might soon control our lives.","prospective_session","prospective_metadata","ec45454db67aab635a2e53af760b8432b7f0224d80f75d92f2777268efd61ce3","https://media.ccc.de/v/32c3-7482-say_hi_to_your_new_boss_how_algorithms_might_soon_control_our_lives","https://cdn.media.ccc.de/congress/2015/h264-hd-web/32c3-7482-en-Say_hi_to_your_new_boss_How_algorithms_might_soon_control_our_lives.mp4"
"136","35","8","2015-2018 | CCC","CCC-2017-062","CCC","2017","2015-2018","Gamified Control?","prospective_session","prospective_metadata","f81e2a559f7ef198b67d7497d749e136359cbc8b84bfb2e82936bc3aebf509a1","https://media.ccc.de/v/34c3-8874-gamified_control","https://cdn.media.ccc.de/congress/2017/h264-sd/34c3-8874-eng-deu-Gamified_Control_sd.mp4"
"137","36","8","2015-2018 | CCC","CCC-2018-080","CCC","2018","2015-2018","A Christmas Carol - The Spectres of the Past, Present, and Future","prospective_session","prospective_metadata","f8853d5c47638c37d2ef24673011668680622008b3f2f1d72356dde186429206","https://media.ccc.de/v/35c3-9893-a_christmas_carol_-_the_spectres_of_the_past_present_and_future","https://cdn.media.ccc.de/congress/2018/h264-hd/35c3-9893-eng-deu-fra-A_Christmas_Carol_-_The_Spectres_of_the_Past_Present_and_Future_hd.mp4"
"138","37","8","2015-2018 | CCC","CCC-2017-071","CCC","2017","2015-2018","Protecting Your Privacy at the Border","prospective_session","prospective_metadata","ffcc480781ac4a35623481747a5dc9c6268b2d22de26d45303f770d19144d301","https://media.ccc.de/v/34c3-9086-protecting_your_privacy_at_the_border","https://cdn.media.ccc.de/congress/2017/slides-h264-hd/34c3-9086-eng-deu-Protecting_Your_Privacy_at_the_Border_hd-slides.mp4"
